modelo,pregunta,prompt,es_correcta,confianza,prob_entailment,prob_neutral,prob_contradiction
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 2,False,0.06235933676362038,0.06235933676362038,0.9363876581192017,0.001253053080290556
meta-llama_Llama-3.1-8B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 2,True,0.8916329145431519,0.8916329145431519,0.10641584545373917,0.001951289363205433
meta-llama_Llama-3.1-8B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 3,False,0.23431773483753204,0.23431773483753204,0.7208198308944702,0.04486244171857834
meta-llama_Llama-3.1-8B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 3,False,0.45622459053993225,0.45622459053993225,0.0368678905069828,0.5069075226783752
meta-llama_Llama-3.1-8B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 3,False,0.27338939905166626,0.27338939905166626,0.09754206985235214,0.6290684938430786
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 3,False,0.061703670769929886,0.061703670769929886,0.837498664855957,0.10079768300056458
meta-llama_Llama-3.1-8B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 3,False,0.05067341402173042,0.05067341402173042,0.03159429132938385,0.9177323579788208
meta-llama_Llama-3.1-8B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 3,True,0.8771098256111145,0.8771098256111145,0.09907397627830505,0.02381618693470955
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 3,True,0.9975000023841858,0.9975000023841858,0.0018001015996560454,0.0006999399629421532
meta-llama_Llama-3.1-8B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 3,True,0.9661818146705627,0.9661818146705627,0.025502867996692657,0.008315221406519413
meta-llama_Llama-3.1-8B-Instruct,¿Quiero ir a RD3VC?,Prompt 3,False,0.027897188439965248,0.027897188439965248,0.4103222191333771,0.561780571937561
meta-llama_Llama-3.1-8B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 3,False,0.327738881111145,0.327738881111145,0.02030237205326557,0.651958703994751
meta-llama_Llama-3.1-8B-Instruct,Estoy en OA1SC.,Prompt 3,True,0.9178839921951294,0.9178839921951294,0.07257520407438278,0.009540792554616928
meta-llama_Llama-3.1-8B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 3,True,0.977776288986206,0.977776288986206,0.020706793293356895,0.0015169454272836447
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 3,False,0.0013405850622802973,0.0013405850622802973,0.0018005690071731806,0.9968588352203369
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 3,True,0.990461528301239,0.990461528301239,0.007725441828370094,0.0018129788804799318
meta-llama_Llama-3.1-8B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 3,True,0.8406503200531006,0.8406503200531006,0.15476146340370178,0.004588284529745579
meta-llama_Llama-3.1-8B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 4,True,0.8906448483467102,0.8906448483467102,0.10713347047567368,0.0022217100486159325
meta-llama_Llama-3.1-8B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 4,False,0.02980688214302063,0.02980688214302063,0.09742723405361176,0.8727658987045288
meta-llama_Llama-3.1-8B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 4,False,0.04847347363829613,0.04847347363829613,0.7436952590942383,0.2078312635421753
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 4,False,0.3156266212463379,0.3156266212463379,0.4139133095741272,0.2704600691795349
meta-llama_Llama-3.1-8B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 4,False,0.0232925396412611,0.0232925396412611,0.006168991327285767,0.9705384969711304
meta-llama_Llama-3.1-8B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 4,False,0.2558303475379944,0.2558303475379944,0.24900765717029572,0.4951619505882263
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 4,True,0.9976651668548584,0.9976651668548584,0.0016652682097628713,0.0006695474148727953
meta-llama_Llama-3.1-8B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 4,True,0.8187541365623474,0.8187541365623474,0.10145861655473709,0.07978720963001251
meta-llama_Llama-3.1-8B-Instruct,¿Quiero ir a RD3VC?,Prompt 4,False,0.433767706155777,0.433767706155777,0.5643689632415771,0.0018633395666256547
meta-llama_Llama-3.1-8B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 4,False,0.002090137219056487,0.002090137219056487,0.011055939830839634,0.9868539571762085
meta-llama_Llama-3.1-8B-Instruct,Estoy en OA1SC.,Prompt 4,True,0.9975782036781311,0.9975782036781311,0.0019880516920238733,0.0004337827558629215
meta-llama_Llama-3.1-8B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 4,True,0.9812093377113342,0.9812093377113342,0.016236262395977974,0.00255437265150249
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 4,False,0.38330814242362976,0.38330814242362976,0.018196599557995796,0.5984952449798584
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 4,True,0.9836063385009766,0.9836063385009766,0.014091054908931255,0.0023026829585433006
meta-llama_Llama-3.1-8B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 4,False,0.13142667710781097,0.13142667710781097,0.49342790246009827,0.37514543533325195
meta-llama_Llama-3.1-8B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 5,True,0.9420680403709412,0.9420680403709412,0.05631596967577934,0.001615990069694817
meta-llama_Llama-3.1-8B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 5,False,0.06224828213453293,0.06224828213453293,0.3390733003616333,0.5986784100532532
meta-llama_Llama-3.1-8B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 5,False,0.001314863096922636,0.001314863096922636,0.00708596408367157,0.9915992021560669
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 5,False,0.04814261943101883,0.04814261943101883,0.838661253452301,0.11319611966609955
meta-llama_Llama-3.1-8B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 5,False,0.016922490671277046,0.016922490671277046,0.0071425167843699455,0.9759349822998047
meta-llama_Llama-3.1-8B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 5,True,0.9036330580711365,0.9036330580711365,0.07510215044021606,0.02126491442322731
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 5,True,0.9466928839683533,0.9466928839683533,0.050709135830402374,0.002597936661913991
meta-llama_Llama-3.1-8B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 5,True,0.893764078617096,0.893764078617096,0.07476965337991714,0.031466227024793625
meta-llama_Llama-3.1-8B-Instruct,¿Quiero ir a RD3VC?,Prompt 5,False,0.44991379976272583,0.44991379976272583,0.5430128574371338,0.007073318585753441
meta-llama_Llama-3.1-8B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 5,False,0.008232583291828632,0.008232583291828632,0.05778614059090614,0.9339812994003296
meta-llama_Llama-3.1-8B-Instruct,Estoy en OA1SC.,Prompt 5,True,0.9943658113479614,0.9943658113479614,0.00470872363075614,0.0009255337063223124
meta-llama_Llama-3.1-8B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 5,True,0.9914801120758057,0.9914801120758057,0.007538693957030773,0.0009811122436076403
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 5,False,0.5321199893951416,0.5321199893951416,0.020101306959986687,0.44777870178222656
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 5,True,0.8483949899673462,0.8483949899673462,0.13705730438232422,0.014547716826200485
meta-llama_Llama-3.1-8B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 5,True,0.963898241519928,0.963898241519928,0.022883011028170586,0.01321874838322401
meta-llama_Llama-3.1-8B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 6,True,0.9656449556350708,0.9656449556350708,0.03324727341532707,0.001107771066017449
meta-llama_Llama-3.1-8B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 6,False,0.043353211134672165,0.043353211134672165,0.07273129373788834,0.8839155435562134
meta-llama_Llama-3.1-8B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 6,False,0.28387749195098877,0.28387749195098877,0.0540878102183342,0.6620346307754517
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 6,True,0.8139219880104065,0.8139219880104065,0.03050202503800392,0.15557602047920227
meta-llama_Llama-3.1-8B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 6,False,0.009998789057135582,0.009998789057135582,0.0028440183959901333,0.9871571660041809
meta-llama_Llama-3.1-8B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 6,False,0.0026107728481292725,0.0026107728481292725,0.9936095476150513,0.003779647871851921
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 6,True,0.9466928839683533,0.9466928839683533,0.050709135830402374,0.002597936661913991
meta-llama_Llama-3.1-8B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 6,True,0.7896355390548706,0.7896355390548706,0.17607177793979645,0.03429263085126877
meta-llama_Llama-3.1-8B-Instruct,¿Quiero ir a RD3VC?,Prompt 6,False,0.03886706009507179,0.03886706009507179,0.9307005405426025,0.030432356521487236
meta-llama_Llama-3.1-8B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 6,False,0.00874719675630331,0.00874719675630331,0.054202549159526825,0.9370502829551697
meta-llama_Llama-3.1-8B-Instruct,Estoy en OA1SC.,Prompt 6,True,0.9960730075836182,0.9960730075836182,0.0032541470136493444,0.000672921712975949
meta-llama_Llama-3.1-8B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 6,True,0.9583958387374878,0.9583958387374878,0.0404403880238533,0.0011637808056548238
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 6,False,0.0757848471403122,0.0757848471403122,0.008818212896585464,0.9153969287872314
meta-llama_Llama-3.1-8B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 6,True,0.9745954275131226,0.9745954275131226,0.02194494754076004,0.00345958792604506
meta-llama_Llama-3.1-8B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 6,False,0.1278427392244339,0.1278427392244339,0.8624123334884644,0.009744882583618164
meta-llama_Llama-3.2-3B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 1,False,0.33644816279411316,0.33644816279411316,0.6612926125526428,0.0022591932211071253
meta-llama_Llama-3.2-3B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 1,False,0.3876308798789978,0.3876308798789978,0.24717652797698975,0.3651926517486572
meta-llama_Llama-3.2-3B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 1,False,0.03419656306505203,0.03419656306505203,0.9546396732330322,0.011163795366883278
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 1,False,0.3591417968273163,0.3591417968273163,0.4595273733139038,0.1813308596611023
meta-llama_Llama-3.2-3B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 1,False,0.014782367274165154,0.014782367274165154,0.012170962058007717,0.9730466604232788
meta-llama_Llama-3.2-3B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 1,True,0.9613843560218811,0.9613843560218811,0.03588584437966347,0.0027298068162053823
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 1,False,0.008628626354038715,0.008628626354038715,0.10864011943340302,0.8827311992645264
meta-llama_Llama-3.2-3B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 1,False,0.2722471356391907,0.2722471356391907,0.11938250809907913,0.6083703637123108
meta-llama_Llama-3.2-3B-Instruct,¿Quiero ir a RD3VC?,Prompt 1,False,0.08652173727750778,0.08652173727750778,0.9033966660499573,0.010081635788083076
meta-llama_Llama-3.2-3B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 1,True,0.7712222933769226,0.7712222933769226,0.15724073350429535,0.07153700292110443
meta-llama_Llama-3.2-3B-Instruct,Estoy en OA1SC.,Prompt 1,True,0.957251787185669,0.957251787185669,0.037412263453006744,0.00533598056063056
meta-llama_Llama-3.2-3B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 1,False,0.016974199563264847,0.016974199563264847,0.9675690531730652,0.015456784516572952
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 1,False,0.30408477783203125,0.30408477783203125,0.4337177872657776,0.2621974050998688
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 1,True,0.8463246822357178,0.8463246822357178,0.14865364134311676,0.00502173462882638
meta-llama_Llama-3.2-3B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 1,False,0.008005569688975811,0.008005569688975811,0.41244572401046753,0.579548716545105
meta-llama_Llama-3.2-3B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 2,False,0.036258596926927567,0.036258596926927567,0.9596302509307861,0.004111117217689753
meta-llama_Llama-3.2-3B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 2,False,0.6403192281723022,0.6403192281723022,0.21029165387153625,0.1493891179561615
meta-llama_Llama-3.2-3B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 2,False,0.01666327938437462,0.01666327938437462,0.8947769403457642,0.0885598361492157
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 2,False,0.2178979068994522,0.2178979068994522,0.5492908358573914,0.23281127214431763
meta-llama_Llama-3.2-3B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 2,False,0.02108161710202694,0.02108161710202694,0.013658546842634678,0.965259850025177
meta-llama_Llama-3.2-3B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 2,False,0.10106045007705688,0.10106045007705688,0.7995764017105103,0.09936315566301346
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 2,True,0.9828107357025146,0.9828107357025146,0.01324792392551899,0.00394138740375638
meta-llama_Llama-3.2-3B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 2,False,0.3854348957538605,0.3854348957538605,0.19531360268592834,0.4192515015602112
meta-llama_Llama-3.2-3B-Instruct,¿Quiero ir a RD3VC?,Prompt 2,False,0.0040841372683644295,0.0040841372683644295,0.9943833351135254,0.0015325610293075442
meta-llama_Llama-3.2-3B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 2,False,0.2670268416404724,0.2670268416404724,0.4990274906158447,0.23394577205181122
meta-llama_Llama-3.2-3B-Instruct,Estoy en OA1SC.,Prompt 2,True,0.9373119473457336,0.9373119473457336,0.04702286794781685,0.015665151178836823
meta-llama_Llama-3.2-3B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 2,False,0.019682321697473526,0.019682321697473526,0.9596827626228333,0.02063489519059658
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 2,False,0.12298036366701126,0.12298036366701126,0.008841830305755138,0.8681777715682983
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 2,False,0.10940498113632202,0.10940498113632202,0.8830140829086304,0.007580941077321768
meta-llama_Llama-3.2-3B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 2,True,0.8052033185958862,0.8052033185958862,0.18133778870105743,0.013458882458508015
meta-llama_Llama-3.2-3B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 3,False,0.17674154043197632,0.17674154043197632,0.818399965763092,0.004858431406319141
meta-llama_Llama-3.2-3B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 3,False,0.13956712186336517,0.13956712186336517,0.8450694680213928,0.01536343153566122
meta-llama_Llama-3.2-3B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 3,False,0.021055500954389572,0.021055500954389572,0.9698452949523926,0.00909916590899229
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 3,False,0.5165596604347229,0.5165596604347229,0.046273794025182724,0.4371664524078369
meta-llama_Llama-3.2-3B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 3,False,0.07388092577457428,0.07388092577457428,0.08665913343429565,0.8394598960876465
meta-llama_Llama-3.2-3B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 3,False,0.4630948305130005,0.4630948305130005,0.434972882270813,0.1019323468208313
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 3,True,0.98736572265625,0.98736572265625,0.009507345966994762,0.003126951400190592
meta-llama_Llama-3.2-3B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 3,True,0.8391943573951721,0.8391943573951721,0.050446756184101105,0.11035889387130737
meta-llama_Llama-3.2-3B-Instruct,¿Quiero ir a RD3VC?,Prompt 3,False,0.020036211237311363,0.020036211237311363,0.8893143534660339,0.09064941108226776
meta-llama_Llama-3.2-3B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 3,True,0.8459653854370117,0.8459653854370117,0.1147642657160759,0.03927037492394447
meta-llama_Llama-3.2-3B-Instruct,Estoy en OA1SC.,Prompt 3,True,0.9014624953269958,0.9014624953269958,0.03544698283076286,0.06309047341346741
meta-llama_Llama-3.2-3B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 3,False,0.5848345756530762,0.5848345756530762,0.38917025923728943,0.025995152071118355
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 3,False,0.06701262295246124,0.06701262295246124,0.006406563334167004,0.9265808463096619
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 3,False,0.0911729633808136,0.0911729633808136,0.9079868197441101,0.0008402339299209416
meta-llama_Llama-3.2-3B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 3,True,0.8866286277770996,0.8866286277770996,0.1068478673696518,0.006523594725877047
meta-llama_Llama-3.2-3B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 4,True,0.9931859970092773,0.9931859970092773,0.005914441775530577,0.000899550796020776
meta-llama_Llama-3.2-3B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 4,False,0.0017773890867829323,0.0017773890867829323,0.029681645333766937,0.9685409665107727
meta-llama_Llama-3.2-3B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 4,False,0.6401482224464417,0.6401482224464417,0.0638054609298706,0.29604628682136536
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 4,False,0.03837430104613304,0.03837430104613304,0.9396759867668152,0.021949680522084236
meta-llama_Llama-3.2-3B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 4,False,0.010099264793097973,0.010099264793097973,0.003461383981630206,0.9864394664764404
meta-llama_Llama-3.2-3B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 4,False,0.05538070574402809,0.05538070574402809,0.05018344521522522,0.8944358825683594
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 4,False,0.47599172592163086,0.47599172592163086,0.007917475886642933,0.5160908102989197
meta-llama_Llama-3.2-3B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 4,False,0.06262476742267609,0.06262476742267609,0.14949926733970642,0.7878760099411011
meta-llama_Llama-3.2-3B-Instruct,¿Quiero ir a RD3VC?,Prompt 4,False,0.5595322251319885,0.5595322251319885,0.27116382122039795,0.16930395364761353
